LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,flag
MAC002474,1/3/2013,0.035,0.076,1.097,48,0.164,3.64,0.011,no
MAC004593,11/11/2013,1.346,1.453,3.314,48,0.753,69.742,0.649,no
MAC003403,10/9/2013,0.059,0.063,0.094,48,0.012,3.034,0.049,no
MAC004287,5/10/2013,0.114,0.191,0.666,48,0.13,9.169,0.076,no
MAC004955,7/23/2013,0.095,0.098,0.164,48,0.018,4.712,0.073,no
MAC002214,10/31/2013,2.979,2.032,0.085,27,0.977,108.352,1.99,yes
MAC002474,12/1/2012,0.033,0.041,0.251,48,0.04,1.985,0.009,no
MAC004408,8/1/2013,0.134,0.141,0.454,48,0.088,6.775,0.041,no
MAC003607,3/5/2013,0.591,0.736,2.23,48,0.356,35.343,0.414,no
MAC004543,3/8/2012,0.285,0.334,1.219,48,0.213,16.009,0.133,no
MAC002859,4/10/2013,0.727,0.408,4.3,12,0.675,29.935,1.111,yes
MAC002859,6/14/2013,1.18,1.197,0.538,19,1.243,9.706,0.65,yes
MAC004417,1/30/2013,0.1,0.137,0.492,48,0.112,6.585,0.026,no
MAC004408,12/7/2012,0.164,0.188,0.55,48,0.148,9.02,0.043,no
MAC003365,1/12/2014,0.057,0.093,0.608,48,0.106,4.454,0.009,no
MAC004408,6/20/2013,0.134,0.17,0.67,48,0.138,8.166,0.041,no
MAC001410,3/25/2013,0.315,1.536,1.198,7,1.162,116.417,0.085,yes
MAC002859,8/11/2012,0.237,1.314,0.972,10,0.789,111.993,2.161,yes
MAC001835,10/22/2013,0.305,0.327,0.926,48,0.202,15.705,0.084,no
MAC000606,9/26/2012,0.562,1.263,1.074,17,0.054,0.086,2.222,yes
MAC005159,12/23/2013,0.295,0.335,1.077,48,0.183,16.084,0.179,no
MAC000897,9/12/2013,0.074,0.121,0.568,48,0.128,5.801,0.034,no
MAC004417,10/19/2013,0.061,0.118,0.614,48,0.139,5.685,0.023,no
MAC001448,1/17/2013,0.115,0.208,0.646,48,0.186,9.98,0.046,no
MAC001448,2/8/2014,1.783,1.487,3.087,19,0.145,115.833,1.113,yes
MAC002474,12/25/2013,1.796,2.413,0.364,26,0.935,63.79,1.392,yes
MAC003441,10/26/2012,0.312,0.354,1.097,48,0.257,16.971,0.109,no
MAC001835,12/28/2012,0.861,0.868,3.761,32,0.248,63.564,1.159,yes
MAC003173,8/9/2013,0.16,0.326,1.303,48,0.34,15.666,0.074,no
MAC004955,7/18/2012,0.201,0.31,1.071,48,0.253,14.858,0.104,no
MAC000897,5/5/2013,1.723,0.368,2.668,46,0.414,100.343,0.396,yes
MAC004417,6/4/2013,0.048,0.089,0.482,48,0.092,4.249,0.019,no
MAC002859,7/22/2012,0.103,0.163,0.532,48,0.134,7.832,0.053,no
MAC003903,8/16/2013,0.502,0.626,1.937,48,0.459,30.058,0.136,no
MAC002327,5/28/2012,0.367,0.454,1.588,48,0.315,21.798,0.13,no
MAC003903,7/21/2013,0.251,0.381,1.096,48,0.276,18.305,0.143,no
MAC002474,11/15/2012,0.366,0.989,1.634,9,0.763,44.434,0.746,yes
MAC001448,7/2/2013,2.178,0.506,4.025,37,0.857,49.619,2.086,yes
MAC004567,3/11/2012,0.159,0.142,0.341,48,0.078,6.822,0.046,no
MAC004543,9/18/2013,0.303,0.348,0.608,48,0.153,16.693,0.164,no
MAC001448,1/8/2014,1.788,0.849,2.934,1,0.028,55.064,0.216,yes
MAC000897,8/24/2012,1.863,1.068,3.13,44,1.082,31.954,1.12,yes
MAC004543,10/27/2012,0.464,0.43,1.337,48,0.243,20.622,0.156,no
MAC002474,3/19/2013,2.291,1.003,0.688,5,1.015,5.119,2.225,yes
MAC002214,4/3/2013,0.63,1.222,4.658,8,0.114,64.34,0.622,yes
MAC002528,10/2/2012,0.042,0.054,0.288,48,0.047,2.577,0.022,no
MAC002575,8/26/2012,0.71,2.048,2.005,37,0.705,54.715,1.095,yes
MAC002214,10/2/2013,1.088,0.37,2.203,5,0.285,38.939,0.57,yes
MAC003876,6/2/2013,0.264,0.319,0.787,48,0.143,15.311,0.123,no
MAC002474,2/20/2014,0.039,0.06,0.815,48,0.118,2.866,0.009,no
MAC004957,6/20/2013,0.04,0.041,0.136,48,0.031,1.948,0,no
MAC002582,8/1/2012,1.958,1.182,1.263,31,1.183,22.522,0.902,yes
MAC004832,7/5/2013,0.058,0.081,0.328,48,0.073,3.905,0.021,no
MAC000606,1/17/2013,0.172,0.188,0.365,48,0.09,9.015,0.045,no
MAC001410,12/31/2012,2.395,1.672,4.177,31,0.336,24.234,0.613,yes
MAC000897,11/26/2012,1.25,0.095,3.407,20,1.004,7.722,1.437,yes
MAC002595,1/27/2013,1.315,0.217,1.145,42,1.339,86.847,1.885,yes
MAC002859,11/22/2013,0.602,2.381,3.968,19,0.565,73.679,1.387,yes
MAC003355,1/12/2013,0.351,0.426,1.345,48,0.288,20.439,0.129,no
MAC002214,5/12/2013,0.769,2,3.31,12,0.177,72.882,1.524,yes
MAC003580,3/17/2013,0.051,0.057,0.105,48,0.018,2.72,0.034,no
MAC001835,1/6/2013,1.228,0.667,2.255,44,0.713,23.556,1.676,yes
MAC003365,8/7/2013,0.059,0.078,0.667,48,0.101,3.75,0.009,no
MAC003903,1/15/2013,0.677,0.823,2.338,47,0.506,38.675,0.362,no
MAC005172,2/27/2013,0.056,0.079,0.187,48,0.055,3.773,0.034,no
MAC003822,11/27/2013,0.094,0.195,1.406,48,0.243,9.36,0.058,no
MAC002327,4/23/2013,0.068,2.074,3.883,2,0.443,62.727,1.169,yes
MAC002474,2/18/2014,2.758,0.18,1.706,25,0.111,38.905,2.052,yes
MAC002327,8/26/2012,1.181,1.213,3.514,42,0.072,113.197,0.661,yes
MAC003355,11/18/2012,0.327,0.409,1.356,48,0.26,19.636,0.136,no
MAC002599,7/11/2013,0.516,0.108,3.074,30,0.457,30.888,1.798,yes
MAC002582,2/19/2014,0.092,0.189,0.978,48,0.213,9.085,0.033,no
MAC003387,12/30/2012,0.048,0.057,0.245,48,0.037,2.712,0.014,no
MAC000897,9/22/2012,0.058,0.102,0.558,48,0.092,4.895,0.038,no
MAC000897,10/22/2012,1.869,0.3,2.798,24,0.757,9.021,1.402,yes
MAC002862,1/17/2013,0.258,0.847,3.058,48,0.907,40.654,0.042,no
MAC002859,11/21/2012,2.01,2.105,0.398,16,1.431,105.803,0.72,yes
MAC002474,5/10/2012,2.88,0.29,2.558,29,0.147,65.176,2.276,yes
MAC004567,9/25/2012,0.106,0.125,0.326,48,0.078,6.02,0.036,no
MAC002859,1/3/2013,1.003,0.694,0.351,43,1.377,20.225,1.886,yes
MAC002859,7/12/2012,1.434,1.119,0.372,26,1.162,5.318,1.01,yes
MAC002481,6/25/2013,0.138,0.166,0.803,48,0.111,7.953,0.073,no
MAC003580,12/18/2013,0.087,0.121,0.356,48,0.076,5.82,0.035,no
MAC004567,7/2/2012,0.113,0.163,0.62,48,0.134,7.836,0.037,no
MAC002606,4/27/2013,0.177,0.203,0.841,48,0.164,9.733,0.045,no
MAC003445,2/25/2013,0.437,0.509,2.051,48,0.384,24.41,0.168,no
MAC000897,3/26/2013,1.789,0.093,4.718,0,0.733,45.05,1.153,yes
MAC005172,10/30/2013,0.055,0.063,0.137,48,0.037,3.032,0.028,no
MAC002474,6/9/2012,1.152,2.236,1.228,23,0.607,27.192,0.885,yes
MAC002474,8/26/2012,2.426,1.764,3.849,20,1.397,88.176,1.424,yes
MAC001966,8/1/2012,1.495,1.263,1.394,12,1.294,110.706,1.555,yes
MAC001410,8/27/2013,2.618,2.443,2.031,5,1.188,39.566,0.717,yes
MAC002214,9/21/2013,0.074,0.108,0.777,48,0.112,5.191,0.035,no
MAC002599,8/19/2013,1.797,1.343,3.116,16,0.27,116.384,0.598,yes
MAC002595,6/18/2013,0.126,0.134,0.466,48,0.094,6.424,0.035,no
MAC002859,2/17/2013,0.149,0.35,1.627,48,0.377,16.779,0.052,no
MAC002327,8/24/2013,0.273,0.393,1.61,48,0.314,18.872,0.107,no
MAC002595,7/2/2013,0.196,0.302,2.566,5,0.226,55.081,0.864,yes
MAC000897,10/7/2013,2,2.23,4.758,27,1.127,83.254,1.72,yes
MAC002862,5/24/2012,0.155,0.199,0.645,48,0.168,9.556,0.041,no
MAC002474,8/27/2013,0.047,0.044,0.103,48,0.021,2.112,0.012,no
MAC002859,7/4/2012,1.098,0.612,1.837,32,0.568,106.366,1.742,yes
MAC002595,2/26/2014,2.657,1.183,2.892,34,0.571,41.778,0.006,yes
MAC002582,1/12/2013,0.149,0.245,1.216,48,0.258,11.782,0.038,no
MAC000606,6/3/2012,2.831,1.592,2.298,10,0.375,115.225,1.798,yes
MAC002481,2/4/2013,0.708,0.576,2.944,35,0.109,92.048,1.074,yes
MAC002214,11/29/2013,2.608,1.304,3.364,30,0.414,26.56,1.59,yes
MAC004417,4/22/2013,0.109,0.13,0.462,48,0.102,6.228,0.017,no
MAC002575,8/27/2013,0.072,0.103,0.727,48,0.103,4.929,0.055,no
MAC002595,5/11/2013,0.21,1.489,2.26,2,1.071,90.641,1.922,yes
MAC002481,1/25/2013,2.749,0.39,4.607,2,1.402,51.497,1.333,yes
MAC001410,5/1/2013,2.938,0.091,1.824,38,1.133,104.435,0.023,yes
MAC002327,12/15/2012,0.32,0.407,1.766,48,0.312,19.554,0.139,no
MAC002214,10/2/2012,2.738,2.075,2.095,0,1.075,101.682,0.867,yes
MAC002327,5/18/2013,0.271,0.341,1.129,48,0.246,16.366,0.123,no
MAC002595,10/31/2012,0.946,1.407,3.877,0,0.567,28.925,0.078,yes
MAC002859,11/3/2013,0.229,0.337,1.275,48,0.321,16.174,0.057,no
MAC003876,10/29/2013,0.44,0.57,1.574,48,0.308,27.382,0.306,no
MAC000606,8/21/2012,0.669,2.101,2.721,25,1.446,8.249,1.1,yes
MAC002481,1/2/2013,2.032,1.409,1.847,20,0.44,31.991,1.281,yes
MAC001448,12/3/2013,1.146,0.22,4.838,8,1.382,66.993,0.509,yes
MAC003607,7/8/2013,0.143,0.229,0.722,48,0.185,11.002,0.058,no
MAC002214,8/20/2012,1.122,1.057,1.227,28,0.54,49.847,1.843,yes
MAC003387,6/17/2013,0.052,0.081,0.425,48,0.075,3.884,0.022,no
MAC002528,9/27/2013,0.036,0.066,0.519,48,0.085,3.187,0.02,no
MAC001966,1/9/2014,0.637,1.538,4.543,45,0.712,81.148,1.132,yes
MAC002474,12/3/2013,2.219,0.771,2.559,38,0.551,30.652,2.249,yes
MAC004417,7/7/2012,0.088,0.118,0.488,48,0.092,5.668,0.023,no
MAC002599,2/25/2014,1.922,1.071,2.226,38,0.685,68.223,0.901,yes
MAC003903,6/17/2013,0.342,0.48,1.709,48,0.381,23.028,0.12,no
MAC002481,4/5/2013,1.899,0.388,1.38,10,1.408,102.835,1.155,yes
MAC002595,2/19/2014,0.178,0.21,1.289,48,0.216,10.103,0.03,no
MAC002595,9/7/2013,0.108,0.194,1.184,48,0.224,9.308,0.031,no
MAC004832,7/6/2012,0.146,0.242,1.932,48,0.348,11.593,0.028,no
MAC000897,9/12/2013,1.782,2.322,1.275,13,0.796,67.613,0.357,yes
MAC001410,10/30/2012,0.148,0.299,1.056,48,0.271,14.36,0.046,no
MAC002327,9/21/2012,0.242,0.823,4.025,3,0.889,48.4,0.296,yes
MAC003358,1/3/2014,0.077,0.088,0.287,48,0.042,4.216,0.051,no
MAC001835,11/26/2013,0.669,0.244,3.78,36,0.726,7.209,0.018,yes
MAC004567,12/16/2013,0.258,0.232,0.574,48,0.148,11.133,0.046,no
MAC000606,2/16/2013,1.323,2.307,3.398,16,0.709,35.219,1.723,yes
MAC003365,6/1/2013,0.058,0.109,0.779,48,0.162,5.255,0.01,no
MAC004593,8/6/2013,0.287,0.406,1.681,48,0.343,19.47,0.116,no
MAC001966,10/16/2012,2.123,0.76,2.76,26,1.265,36.64,1.372,yes
MAC003355,10/22/2013,0.37,0.407,1.37,48,0.267,19.534,0.121,no
MAC005172,6/3/2012,0.139,0.366,1.722,48,0.477,17.558,0.032,no
MAC003225,10/13/2013,0.221,0.252,0.882,48,0.168,12.079,0.067,no
MAC001410,2/14/2013,0.193,0.53,3.637,1,0.237,111.992,2.129,yes
MAC002214,2/24/2013,0.123,0.199,0.875,48,0.195,9.573,0.068,no
MAC002327,9/5/2012,2.42,0.295,1.481,28,0.863,102.225,0.658,yes
MAC003607,12/23/2013,0.107,0.112,0.173,48,0.033,5.356,0.06,no
MAC002327,9/1/2012,0.159,0.253,1.617,48,0.263,12.126,0.12,no
MAC000606,5/23/2012,1.492,1.744,1.665,44,0.214,88.218,0.83,yes
MAC002327,1/15/2014,2.64,1.577,0.462,35,0.598,111.184,1.873,yes
MAC003387,12/23/2012,0.052,0.076,0.415,48,0.068,3.667,0.013,no
MAC002214,6/28/2013,0.118,0.24,1.994,5,0.762,2.181,1.15,yes
MAC000606,10/13/2012,0.777,1.016,0.854,11,0.806,65.83,1.889,yes
MAC004417,3/29/2013,0.118,0.143,0.517,48,0.117,6.862,0.015,no
MAC001835,11/4/2013,2.736,0.694,2.853,10,0.78,102.817,1.87,yes
MAC002595,10/17/2012,1.45,2.175,3.055,27,1.18,91.067,1.35,yes
MAC001835,2/23/2014,2.198,0.834,1.656,22,1.015,85.871,1.711,yes
MAC002575,2/3/2014,0.088,0.15,0.612,48,0.146,7.189,0.054,no
MAC000606,10/8/2012,0.414,1.738,3.353,11,0.755,102.779,1.537,yes
MAC002582,8/3/2013,0.079,0.172,0.896,48,0.2,8.243,0.027,no
MAC002859,11/28/2012,1.704,1.766,1.063,20,0.399,22.471,0.629,yes
MAC002474,4/6/2013,1.704,1.916,2.365,17,0.414,88.887,0.332,yes
MAC004408,1/6/2014,0.141,0.157,0.607,48,0.13,7.559,0.036,no
MAC002481,9/9/2013,1.516,0.849,3.313,31,0.358,29.054,2.259,yes
MAC001448,2/26/2014,0.422,0.763,0.221,7,0.027,100.37,1.179,yes
MAC003900,10/11/2013,0.077,0.093,0.179,48,0.04,4.446,0.054,no
MAC002575,7/30/2012,1.659,1.99,1.783,9,1.081,7.661,0.791,yes
MAC002859,5/30/2012,0.149,0.204,0.581,48,0.147,9.775,0.053,no
MAC002474,7/28/2013,0.061,0.093,0.975,48,0.138,4.45,0.012,no
MAC002606,4/20/2013,0.141,0.188,0.748,48,0.15,9.029,0.04,no
MAC001835,1/15/2013,2.552,0.207,0.323,4,1.099,50.541,2.264,yes
MAC002606,10/17/2012,2.443,2.458,4.419,35,0.478,64.619,1.67,yes
MAC000606,1/27/2013,0.192,0.251,0.998,48,0.193,12.033,0.047,no
MAC003403,10/1/2012,0.071,0.094,0.223,48,0.044,4.501,0.044,no
MAC003387,2/21/2014,0.06,0.078,0.422,48,0.059,3.72,0.035,no
MAC000606,8/31/2012,0.759,1.711,0.263,39,0.212,33.325,1.705,yes
MAC002327,4/18/2013,1.659,1.153,3.295,0,0.537,23.562,1.143,yes
MAC002595,11/25/2012,0.104,0.166,1.181,48,0.19,7.987,0.035,no
MAC003403,1/12/2013,0.109,0.148,0.929,48,0.169,7.091,0.046,no
MAC002474,12/6/2013,1.164,2.061,3.297,20,0.97,72.456,2.037,yes
MAC002606,5/11/2013,0.218,0.274,1.317,48,0.266,13.166,0.041,no
MAC004593,12/11/2013,1.577,1.499,3.003,48,0.715,71.962,0.644,no
MAC001966,7/17/2012,2.775,0.798,4.63,17,0.691,57.001,0.849,yes
MAC002859,5/19/2012,0.529,1.23,1.405,22,1.363,81.358,0.621,yes
MAC002582,12/25/2013,0.666,0.883,1.132,3,1.277,110.824,0.18,yes
MAC002599,2/5/2013,2.934,0.68,0.814,27,1.195,104.681,0.341,yes
MAC004543,4/26/2012,0.171,0.26,0.742,48,0.182,12.475,0.096,no
MAC002595,12/29/2013,0.462,1.593,0.26,17,0.185,93.624,2.138,yes
MAC002575,5/28/2013,2.782,2.453,2.506,44,0.272,107.326,1.119,yes
MAC004832,12/31/2012,0.203,0.246,1.081,48,0.218,11.824,0.022,no
MAC001835,7/17/2012,0.117,0.18,1.029,48,0.167,8.658,0.062,no
MAC002575,9/24/2012,0.121,0.157,1.155,48,0.168,7.538,0.044,no
MAC003173,12/28/2012,0.183,0.261,0.879,48,0.188,12.519,0.097,no
MAC002481,3/6/2013,0.299,0.395,1.484,48,0.336,18.98,0.06,no
MAC002481,1/29/2013,2.168,2.458,0.509,46,0.43,22.509,0.469,yes
MAC002528,9/17/2012,0.04,0.038,0.051,48,0.009,1.802,0.022,no
MAC002599,6/1/2013,2.955,0.818,2.771,12,0.607,26.244,0.335,yes
MAC003221,10/8/2012,0.09,0.107,0.197,48,0.042,5.124,0.062,no
MAC000606,8/11/2012,2.7,1.294,4.336,40,0.132,31.52,1.148,yes
MAC002582,1/4/2014,1.244,0.166,3.418,11,0.532,33.443,2.213,yes
MAC004955,8/31/2013,0.146,0.167,0.646,48,0.098,8.002,0.082,no
MAC003908,11/19/2013,0.035,0.099,0.509,48,0.105,4.762,0.02,no
MAC002575,12/30/2013,0.1,0.2,1.114,48,0.237,9.591,0.053,no
MAC002481,8/15/2012,2.621,0.585,1.618,33,0.959,19.697,0.739,yes
MAC002582,7/26/2013,1.996,0.273,3.489,22,1.004,41.929,0.638,yes
MAC002528,2/24/2014,2.389,0.189,2.929,0,1.217,85.698,2.088,yes
MAC002582,1/10/2014,0.161,0.276,1.279,48,0.292,13.246,0.028,no
MAC003908,8/4/2013,0.083,0.128,1.236,48,0.19,6.14,0.036,no
MAC002481,7/23/2013,2.05,0.088,0.124,41,1.24,74.162,0.844,yes
MAC003427,7/19/2013,0.266,0.347,1.739,48,0.266,16.671,0.204,no
MAC002599,8/5/2012,0.154,0.236,0.747,48,0.16,11.333,0.097,no
MAC003900,8/10/2013,0.189,0.215,1.22,48,0.173,10.303,0.065,no
MAC002214,12/24/2012,1.123,1.86,3.911,45,0.582,10.416,1.471,yes
MAC001835,2/26/2014,1.998,0.654,2.93,31,0.382,19.361,0.729,yes
MAC004955,7/4/2013,0.093,0.095,0.173,48,0.019,4.573,0.07,no
MAC001448,4/5/2013,1.269,1.476,0.653,43,1.187,56.311,1.99,yes
MAC002595,11/13/2013,2.883,2.153,1.889,0,0.648,51.567,0.766,yes
MAC001410,4/22/2013,1.015,0.875,2.309,13,0.648,72.149,1.031,yes
MAC004633,9/13/2012,0.104,0.213,1.003,48,0.225,10.21,0.052,no
MAC000606,12/14/2012,1.29,0.185,1.973,25,1.326,36.207,0.393,yes
MAC002214,12/20/2012,1.035,1.897,3.924,36,0.962,86.299,2.162,yes
MAC002214,3/28/2013,0.131,0.153,0.441,48,0.079,7.326,0.073,no
MAC002595,2/14/2013,0.726,0.564,1.927,30,1.347,103.618,0.039,yes
MAC002528,12/5/2012,1.952,0.531,1.228,37,0.665,72.229,1.093,yes
MAC003876,3/1/2013,0.195,0.296,1.046,48,0.243,14.194,0.08,no
MAC002859,8/31/2013,0.094,0.137,0.562,48,0.111,6.583,0.055,no
MAC002327,4/9/2013,0.861,1.937,2.562,9,0.494,2.548,0.271,yes
MAC002214,4/23/2013,0.486,1.384,4.612,20,0.277,115.708,1.001,yes
MAC001835,7/25/2013,0.126,0.206,0.606,48,0.146,9.878,0.069,no
MAC002481,7/19/2012,1.323,1.918,1.95,21,1.073,18.65,1.868,yes
MAC002327,8/9/2012,1.25,0.219,2.596,38,0.827,26.675,0.028,yes
MAC002606,1/7/2014,2.591,1.886,4.369,40,0.871,84.866,1.975,yes
MAC002582,7/11/2013,0.101,0.167,0.679,48,0.143,8.028,0.044,no
MAC002606,8/10/2013,0.218,0.262,1.685,2,1.378,27.361,0.027,yes
MAC001835,8/11/2013,1.948,0.676,1.956,27,0.807,99.472,1.774,yes
MAC002606,1/21/2013,1.567,1.687,2.264,11,0.031,111.52,2.028,yes
MAC001448,12/12/2012,1.847,1.018,1.959,20,0.757,43.369,1.053,yes
MAC002327,1/29/2013,0.846,1.819,3.667,39,0.74,53.723,0.098,yes
MAC004955,3/23/2012,0.153,0.209,0.66,48,0.131,10.053,0.107,no
MAC003221,5/1/2013,0.078,0.099,0.307,48,0.06,4.761,0.059,no
MAC003427,2/21/2013,0.238,0.443,2.269,48,0.491,21.265,0.076,no
MAC001835,2/3/2014,0.351,0.398,1.033,48,0.278,19.103,0.051,no
MAC003403,8/9/2013,0.138,0.151,0.224,48,0.036,7.244,0.108,no
MAC001835,9/25/2013,0.024,0.742,4.028,20,0.015,35.076,1.926,yes
MAC003822,7/30/2013,0.088,0.117,0.752,48,0.117,5.638,0.039,no
MAC002599,3/22/2013,2.992,1.121,0.709,14,0.785,97.356,0.457,yes
MAC002599,11/12/2013,2.589,1.935,0.493,20,0.808,79.033,2.117,yes
MAC002595,7/16/2013,1.394,1.684,1.014,7,1.102,77.478,1.239,yes
MAC002474,10/21/2012,2.621,1.773,1.597,34,1.312,79.553,2.085,yes
MAC000897,5/10/2012,1.671,0.008,4.612,22,0.523,114.57,1.628,yes
MAC004408,7/15/2013,0.157,0.151,0.358,48,0.091,7.254,0.041,no
MAC000897,2/23/2013,2.775,2.115,1.342,45,0.235,94.96,1.404,yes
MAC002859,1/6/2013,1.436,2.151,1.528,45,1.267,21.885,0.201,yes
MAC002595,12/19/2012,0.704,0.598,4.72,47,1.063,24.012,0.628,yes
MAC004543,1/12/2014,0.384,0.455,1.31,48,0.262,21.864,0.146,no
MAC002474,5/10/2013,1.137,1.652,3.234,44,0.993,73.765,1.175,yes
MAC003900,6/17/2013,0.194,0.227,0.863,48,0.148,10.887,0.064,no
MAC002528,3/15/2013,2.296,1.279,4.062,10,0.511,17.531,1.456,yes
MAC002582,2/17/2013,0.579,1.859,1.394,34,0.259,21.454,0.407,yes
MAC004593,8/26/2012,0.979,1.017,2.243,48,0.349,48.825,0.646,no
MAC004593,9/5/2013,1.017,1.071,1.682,48,0.24,51.427,0.776,no
MAC002327,10/5/2012,1.556,2.424,4.635,2,0.446,19.647,0.01,yes
MAC003355,2/13/2013,0.306,0.402,1.932,48,0.331,19.276,0.154,no
MAC002327,9/24/2012,2.497,2.025,4.128,21,0.948,79.389,1.882,yes
MAC002327,11/17/2012,2.301,1.332,2.566,31,0.401,12.534,0.446,yes
MAC005172,7/13/2012,0.068,0.083,0.257,48,0.053,3.998,0.038,no
MAC001835,2/22/2014,0.004,1.087,3.396,38,0.256,89.437,0.112,yes
MAC002327,1/28/2013,0.219,2.058,0.257,12,0.345,80.238,2.116,yes
MAC001966,2/23/2014,0.634,1.196,3.774,40,0.033,56.036,0.208,yes
MAC002327,3/30/2013,1.839,1.07,4.298,4,0.659,51.789,1.168,yes
MAC005159,11/12/2013,0.296,0.428,1.398,48,0.331,20.522,0.156,no
MAC002575,2/16/2013,0.112,0.192,0.981,48,0.22,9.213,0.046,no
MAC001966,6/14/2013,1.169,1.225,1.096,46,0.501,46,1.115,yes
MAC002606,1/21/2014,2.912,1.051,0.413,12,1.021,116.263,0.16,yes
MAC002595,10/16/2013,0.6,1.465,1.705,31,1.128,16.851,1,yes
MAC002859,7/16/2012,0.211,0.35,1.458,48,0.36,16.803,0.053,no
MAC002606,11/15/2013,0.089,0.138,0.38,48,0.097,6.629,0.045,no
MAC002327,1/8/2013,1.238,1.083,2.222,24,1.302,95.343,0.939,yes
MAC002481,1/12/2014,0.342,2.063,4.041,15,0.365,38.749,0.012,yes
MAC002582,9/1/2012,2.08,2.003,2.605,2,0.25,51.482,2.229,yes
MAC003365,2/23/2014,0.067,0.112,0.656,48,0.136,5.358,0.01,no
MAC002327,10/31/2013,1.263,2.143,0.952,3,0.199,24.546,1.406,yes
MAC004408,6/17/2012,0.133,0.15,0.436,48,0.093,7.194,0.048,no
MAC002214,7/25/2013,0.483,1.204,0.164,19,0.123,34.5,1.756,yes
MAC002575,1/15/2013,2.117,1.481,4.053,43,0.083,50.703,1.053,yes
MAC001966,7/2/2013,0.142,0.269,1.272,48,0.267,12.897,0.099,no
MAC002327,10/25/2012,0.652,2.149,3.95,28,0.122,56.546,1.642,yes
MAC002599,8/31/2012,0.045,0.958,2.992,16,0.59,95.614,0.585,yes
MAC001448,12/27/2012,0.139,0.208,0.61,48,0.158,10.007,0.052,no
MAC001835,7/29/2013,0.229,0.263,1.046,48,0.183,12.624,0.067,no
MAC003607,9/24/2013,0.097,0.178,0.701,48,0.194,8.544,0.055,no
MAC003876,1/10/2013,0.251,0.488,2.482,48,0.502,23.425,0.089,no
MAC002327,8/1/2013,2.588,0.956,3.235,46,0.139,64.734,0.153,yes
MAC002481,1/22/2013,0.265,0.347,1.301,48,0.294,16.643,0.086,no
MAC001410,2/9/2014,0.06,0.064,0.108,48,0.02,3.083,0.033,no
MAC002599,12/24/2013,2.822,1.749,2.588,13,0.862,102.515,2.003,yes
MAC002595,3/3/2013,1.137,1.517,4.095,26,0.856,84.654,1.422,yes
MAC002327,12/9/2013,2.418,0.844,3.023,46,0.156,38.608,1.485,yes
MAC002606,4/25/2013,0.115,0.158,0.697,48,0.14,7.568,0.041,no
MAC002582,2/15/2014,0.159,0.199,1.129,48,0.189,9.547,0.026,no
MAC002481,10/15/2012,0.141,0.178,0.614,48,0.104,8.56,0.048,no
MAC002595,7/25/2013,0.099,0.349,3.352,31,0.532,49.088,1.908,yes
MAC002582,10/7/2012,0.101,0.22,1.268,48,0.288,10.539,0.035,no
MAC002599,4/15/2013,2.207,1.916,2.273,0,1.165,46.134,1.098,yes
MAC000897,11/28/2012,0.17,1.293,0.84,43,0.75,52.052,1.552,yes
MAC004832,4/25/2013,0.154,0.232,1.243,48,0.241,11.118,0.025,no
MAC001966,9/13/2012,0.924,2.137,2.653,6,1.022,52.772,0.817,yes
MAC002575,10/25/2012,0.581,0.326,3.553,35,0.393,23.776,0.587,yes
MAC003355,12/25/2013,0.979,1.062,2.81,48,0.618,50.985,0.31,no
MAC001835,10/24/2012,0.292,0.337,1.012,48,0.256,16.182,0.06,no
MAC002575,9/5/2013,0.079,0.1,0.252,48,0.049,4.785,0.057,no
MAC002582,7/1/2013,2.721,1.441,2.067,44,0.696,95.581,1.698,yes
MAC004567,7/16/2012,0.156,0.181,0.855,48,0.14,8.698,0.043,no
MAC003221,1/24/2014,0.125,0.13,0.299,48,0.049,6.246,0.058,no
MAC000897,7/5/2012,1.895,1.253,1.357,35,1.35,55.374,1.972,yes
MAC002214,6/13/2013,2.485,2.403,4.381,9,0.519,61.071,0.44,yes
MAC002862,2/3/2013,0.355,0.797,2.95,48,0.782,38.236,0.04,no
MAC001410,6/30/2013,1.016,1.107,4.241,2,0.96,101.181,0.787,yes
MAC001835,10/23/2013,0.275,0.305,1.162,48,0.224,14.643,0.058,no
MAC002582,10/16/2012,0.133,0.21,1.426,48,0.244,10.098,0.043,no
MAC001410,11/22/2012,0.197,0.261,1.035,48,0.195,12.534,0.073,no
MAC002575,6/13/2013,0.738,1.262,2.728,40,0.706,63.819,1.52,yes
MAC002474,9/26/2012,0.118,1.443,0.811,45,0.397,59.195,1.826,yes
MAC003221,11/21/2013,0.102,0.152,0.553,48,0.106,7.313,0.067,no
MAC003580,4/13/2013,0.122,0.165,0.745,48,0.151,7.929,0.036,no
MAC003387,6/27/2013,0.059,0.074,0.397,48,0.059,3.571,0.025,no
MAC002214,7/18/2013,0.093,0.109,0.314,48,0.069,5.241,0.038,no
MAC005172,9/2/2012,0.074,0.299,1.635,48,0.402,14.354,0.033,no
MAC002582,1/2/2014,0.113,0.219,1.401,48,0.297,10.494,0.028,no
MAC004957,6/4/2013,0.025,0.033,0.117,48,0.028,1.604,0,no
MAC005172,6/28/2013,0.129,0.276,1.42,48,0.313,13.231,0.037,no
MAC004593,12/25/2013,1.451,1.562,3.819,48,0.761,74.972,0.711,no
